,density,material_id,unit_cell_formula
4222,3.881389207532492,mp-20289,"{'Na': 1.0, 'In': 1.0, 'S': 2.0}"
4223,5.461332624275165,mp-1210917,"{'Lu': 4.0, 'Sn': 4.0, 'F': 28.0}"
4224,2.9593491258187212,mp-27674,"{'K': 20.0, 'As': 12.0, 'O': 40.0}"
4225,4.266454783848017,mp-1222296,"{'Li': 1.0, 'Sm': 1.0, 'S': 2.0}"
4226,3.1158151818669864,mp-30206,"{'Cs': 4.0, 'Cl': 4.0, 'O': 16.0}"
4227,5.744934129582438,mp-571171,"{'Ga': 16.0, 'Pb': 8.0, 'Se': 32.0}"
4228,5.094999074795752,mp-863405,"{'Mn': 8.0, 'Pb': 1.0, 'O': 16.0}"
4229,2.252209414038703,mp-557101,"{'Sn': 2.0, 'S': 32.0, 'I': 8.0}"
4230,6.046280401903945,mp-1209868,"{'Nd': 2.0, 'Tm': 6.0, 'S': 12.0}"
4231,3.003976154095658,mp-1201514,"{'K': 8.0, 'Ru': 4.0, 'O': 20.0}"
4232,3.687311491165265,mp-19080,"{'Na': 4.0, 'Mn': 6.0, 'O': 14.0}"
4233,3.7059612945071954,mp-4309,"{'Ba': 2.0, 'Ga': 8.0, 'S': 14.0}"
4234,2.8195937849443515,mp-697047,"{'Li': 6.0, 'H': 8.0, 'Rh': 2.0}"
4235,5.466021870514621,mp-561786,"{'Cs': 2.0, 'Te': 4.0, 'O': 12.0}"
4236,2.9714702465554588,mp-1212034,"{'K': 8.0, 'Gd': 4.0, 'Cl': 20.0}"
4237,5.088533536986965,mp-649033,"{'Sr': 10.0, 'In': 4.0, 'Sb': 12.0}"
4238,9.186224548062178,mp-1220004,"{'P': 4.0, 'Ir': 4.0, 'S': 4.0}"
4239,6.6378547760914355,mp-1188427,"{'Dy': 8.0, 'Te': 12.0}"
4240,3.856858534828609,mp-643006,"{'Cs': 6.0, 'H': 10.0, 'Pd': 2.0}"
4241,11.240813123287749,mp-23270,"{'Th': 6.0, 'Bi': 8.0}"
4242,5.7984548277458385,mp-754370,"{'Ba': 6.0, 'Ge': 2.0, 'O': 10.0}"
4243,3.070282475098019,mp-1203959,"{'Sc': 32.0, 'Fe': 8.0, 'Cl': 40.0}"
4244,4.010975195912121,mp-23861,"{'Ba': 2.0, 'H': 2.0, 'Cl': 2.0}"
4245,7.517552718899584,mp-820,"{'Hg': 1.0, 'Se': 1.0}"
4246,3.326238625032857,mp-573145,"{'Cs': 4.0, 'Ga': 12.0, 'S': 20.0}"
4247,7.406226897207935,mp-775485,"{'Bi': 18.0, 'P': 6.0, 'O': 42.0}"
4248,4.302175398727449,mp-562826,"{'Co': 16.0, 'Se': 16.0, 'O': 48.0}"
4249,1.663098471143755,mp-634676,"{'K': 2.0, 'H': 2.0, 'S': 2.0}"
4250,3.8227846064218154,mp-23487,"{'K': 4.0, 'I': 4.0, 'O': 12.0}"
4251,7.363484218484583,mp-16033,"{'Sm': 2.0, 'Te': 1.0, 'O': 2.0}"
4252,4.012095517999587,mp-19395,"{'Mn': 4.0, 'O': 8.0}"
4253,2.7564364537346,mp-28382,"{'K': 16.0, 'Zn': 4.0, 'O': 12.0}"
4254,5.341825109233409,mp-2160,"{'Sb': 8.0, 'Se': 12.0}"
4255,5.102391685092511,mp-754967,"{'Ba': 4.0, 'Te': 4.0, 'O': 16.0}"
4256,4.578294894572199,mp-1103552,"{'Eu': 2.0, 'Al': 4.0, 'Se': 8.0}"
4257,3.3129206464039487,mp-1211663,"{'K': 4.0, 'Gd': 8.0, 'Cl': 28.0}"
4258,4.419594864549415,mp-29085,"{'Sr': 10.0, 'Zr': 6.0, 'F': 44.0}"
4259,5.193527774686707,mp-1194132,"{'Ca': 4.0, 'Tm': 8.0, 'S': 16.0}"
4260,4.5516322469971895,mp-27616,"{'Er': 2.0, 'S': 2.0, 'Cl': 2.0}"
4261,6.602941350816123,mp-1204799,"{'Tc': 24.0, 'Te': 60.0}"
4262,7.160364847093249,mp-973585,"{'Lu': 2.0, 'I': 2.0, 'O': 2.0}"
4263,5.9976285863225,mp-17009,"{'Ba': 6.0, 'Te': 4.0, 'O': 18.0}"
4264,6.579308810997638,mp-1232181,"{'Pm': 8.0, 'Se': 12.0}"
4265,2.7761696590531577,mp-849304,"{'Na': 8.0, 'Mn': 2.0, 'O': 8.0}"
4266,5.062516403246385,mp-12170,"{'La': 4.0, 'Sn': 2.0, 'S': 10.0}"
4267,4.274999885422087,mp-999448,"{'Na': 1.0, 'Y': 1.0, 'Se': 2.0}"
4268,4.459466124140327,mp-8892,"{'Li': 4.0, 'In': 4.0, 'F': 16.0}"
4269,6.539554381613444,mp-505799,"{'P': 4.0, 'Pb': 6.0, 'O': 16.0}"
4270,3.289230594064489,mp-19031,"{'Rb': 4.0, 'V': 4.0, 'O': 12.0}"
4271,5.519750242286338,mp-27994,"{'Hg': 4.0, 'Br': 4.0, 'O': 12.0}"
4272,3.864083726765775,mp-28669,"{'Mn': 2.0, 'Se': 4.0, 'O': 12.0}"
4273,6.4800831421050935,mp-1105684,"{'Tb': 8.0, 'Te': 12.0}"
4274,6.658228862791938,mp-29048,"{'Sr': 2.0, 'Bi': 4.0, 'O': 8.0}"
4275,2.5849380225463934,mp-770632,"{'Li': 6.0, 'Cr': 2.0, 'O': 8.0}"
4276,5.3810342076971605,mp-30908,"{'Ag': 6.0, 'P': 2.0, 'Se': 8.0}"
4277,3.849928458169814,mp-29524,"{'K': 12.0, 'Bi': 4.0, 'O': 12.0}"
4278,6.475804502782965,mp-22169,"{'Mo': 2.0, 'Pb': 2.0, 'O': 8.0}"
4279,4.846229250580584,mp-27743,"{'Bi': 1.0, 'F': 5.0}"
4280,4.198953200002827,mp-1221438,"{'Na': 2.0, 'Co': 6.0, 'O': 12.0}"
4281,3.8253525009874108,mp-583762,"{'Na': 12.0, 'W': 12.0, 'Cl': 52.0}"
4282,3.919589681063759,mp-582813,"{'K': 40.0, 'In': 20.0, 'Sb': 36.0}"
4283,5.473870606192076,mp-19380,"{'Cr': 2.0, 'Hg': 2.0, 'O': 8.0}"
4284,4.511582047446318,mp-1539101,"{'Te': 2.0, 'Se': 2.0, 'O': 8.0}"
4285,4.75955916916723,mp-9076,"{'Na': 1.0, 'Tm': 1.0, 'S': 2.0}"
4286,3.8477250777629037,mp-9361,"{'Rb': 1.0, 'La': 1.0, 'S': 2.0}"
4287,2.398031599042522,mp-28022,"{'Na': 6.0, 'Cd': 1.0, 'Cl': 8.0}"
4288,6.301897166213474,mp-23357,"{'Sr': 8.0, 'Bi': 8.0, 'O': 20.0}"
4289,4.7863197009019975,mp-1190838,"{'Rb': 4.0, 'La': 4.0, 'F': 16.0}"
4290,4.24762286242054,mp-1094066,"{'Sc': 1.0, 'Ag': 1.0, 'S': 2.0}"
4291,7.422010026647012,mp-1201577,"{'Nd': 8.0, 'U': 4.0, 'Se': 20.0}"
4292,4.813394363400828,mp-768240,"{'Ba': 1.0, 'Y': 2.0, 'F': 8.0}"
4293,5.021297107470204,mp-28845,"{'Os': 4.0, 'O': 12.0, 'F': 8.0}"
4294,7.750481955699223,mp-1209848,"{'Nd': 4.0, 'Pd': 4.0, 'O': 10.0}"
4295,3.7317789207695338,mp-726,"{'Se': 8.0, 'O': 16.0}"
4296,6.8224851480301805,mp-9295,"{'Ta': 1.0, 'Cu': 3.0, 'Te': 4.0}"
4297,6.523864610454732,mp-1104130,"{'Ba': 2.0, 'P': 8.0, 'Au': 4.0}"
4298,4.277152732237182,mp-5238,"{'Ga': 2.0, 'Cu': 2.0, 'S': 4.0}"
4299,4.1679587135735146,mp-1204900,"{'Sc': 32.0, 'Fe': 8.0, 'Br': 40.0}"
4300,3.974382297383304,mp-9362,"{'Rb': 1.0, 'Pr': 1.0, 'S': 2.0}"
4301,3.45130073976042,mp-1210040,"{'Na': 2.0, 'Dy': 2.0, 'Cl': 8.0}"
4302,5.370916559587953,mp-18855,"{'Co': 4.0, 'Te': 6.0, 'O': 16.0}"
4303,7.431773933154116,mp-29058,"{'V': 12.0, 'Bi': 24.0, 'O': 64.0}"
4304,3.569464273388715,mp-555589,"{'Fe': 8.0, 'Se': 24.0, 'O': 60.0}"
4305,3.596958835443735,mp-28281,"{'H': 16.0, 'I': 12.0, 'N': 4.0}"
4306,7.497985622009112,mp-30274,"{'Ac': 2.0, 'Br': 2.0, 'O': 2.0}"
4307,4.6562659924047445,mp-17418,"{'Sm': 4.0, 'Sn': 4.0, 'F': 28.0}"
4308,5.418349692655003,mp-17446,"{'Pr': 4.0, 'Pt': 4.0, 'F': 28.0}"
4309,2.5983229456274706,mp-1095079,"{'K': 3.0, 'Al': 1.0, 'F': 6.0}"
4310,3.0674370433222804,mp-776667,"{'Cr': 12.0, 'Fe': 8.0, 'O': 48.0}"
4311,5.1460318228408335,mp-19313,"{'Zn': 2.0, 'Fe': 4.0, 'O': 8.0}"
4312,4.923307180039982,mp-1209185,"{'Rb': 4.0, 'Pr': 4.0, 'F': 16.0}"
4313,5.42714958008958,mp-562042,"{'Co': 24.0, 'Te': 20.0, 'O': 64.0}"
4314,4.04180185257294,mp-5621,"{'Nb': 1.0, 'Cu': 3.0, 'S': 4.0}"
4315,5.174991934186602,mp-22265,"{'Fe': 4.0, 'Sb': 8.0, 'O': 16.0}"
4316,6.1952309626266215,mp-557224,"{'Hg': 4.0, 'Se': 4.0, 'O': 12.0}"
4317,5.121162392314024,mp-685478,"{'Na': 32.0, 'Pd': 16.0, 'O': 48.0}"
4318,7.698849943880876,mp-28287,"{'Re': 8.0, 'Bi': 24.0, 'O': 64.0}"
4319,4.295174164342921,mp-1049,"{'Sr': 6.0, 'As': 6.0}"
4320,4.713014205564841,mp-999461,"{'Na': 1.0, 'Pr': 1.0, 'Se': 2.0}"
4321,5.757281939783517,mp-8612,"{'Sb': 2.0, 'Te': 1.0, 'Se': 2.0}"
4322,6.063462711491044,mp-570959,"{'Dy': 4.0, 'Cd': 2.0, 'Se': 8.0}"
4323,4.496861542740309,mp-28536,"{'Ba': 4.0, 'Se': 8.0, 'O': 20.0}"
4324,4.825918311032379,mp-1195093,"{'Sr': 12.0, 'Sn': 8.0, 'As': 16.0}"
4325,6.105414530658327,mp-1196714,"{'Rb': 4.0, 'Th': 8.0, 'F': 36.0}"
4326,6.791752048321467,mp-1209288,"{'Pr': 4.0, 'Te': 4.0, 'As': 4.0}"
4327,2.6060234198707493,mp-3042,"{'K': 2.0, 'Si': 1.0, 'F': 6.0}"
4328,4.592823197126873,mp-18759,"{'Mn': 6.0, 'O': 8.0}"
4329,6.515769483625873,mp-21767,"{'Si': 12.0, 'Pb': 18.0, 'O': 42.0}"
4330,8.313341120705417,mp-672237,"{'Pb': 32.0, 'O': 32.0}"
4331,8.223901463695467,mp-22633,"{'Pb': 12.0, 'O': 16.0}"
4332,4.914074703912754,mp-754665,"{'Pb': 2.0, 'Br': 4.0, 'O': 12.0}"
4333,3.911385050972925,mp-6980,"{'Sc': 1.0, 'Cu': 1.0, 'S': 2.0}"
4334,4.052901539273465,mp-541619,"{'Na': 8.0, 'Te': 4.0, 'O': 12.0}"
4335,2.7255419483261525,mp-9720,"{'Rb': 6.0, 'B': 2.0, 'P': 4.0}"
4336,4.297157306584057,mp-1201605,"{'Ba': 6.0, 'Ru': 6.0, 'O': 30.0}"
4337,5.411755285450537,mp-561277,"{'K': 8.0, 'Pb': 4.0, 'O': 12.0}"
4338,5.401312386724953,mp-1189242,"{'Dy': 6.0, 'Ga': 2.0, 'S': 12.0}"
4339,5.396460873473698,mp-637600,"{'Gd': 6.0, 'Co': 1.0, 'Br': 10.0}"
4340,6.27652045641023,mp-9323,"{'Tb': 8.0, 'S': 12.0}"
4341,3.437646902438173,mp-626378,"{'As': 12.0, 'H': 4.0, 'O': 24.0}"
4342,4.113170032885765,mp-999129,"{'K': 1.0, 'Tb': 1.0, 'S': 2.0}"
4343,4.576383013616673,mp-4035,"{'Rb': 2.0, 'Re': 2.0, 'O': 8.0}"
4344,3.3354966206742294,mp-778670,"{'V': 6.0, 'O': 6.0, 'F': 12.0}"
4345,3.0139522503153158,mp-555512,"{'Rb': 8.0, 'C': 8.0, 'O': 16.0}"
4346,3.949199039800119,mp-772813,"{'Ca': 8.0, 'Cu': 8.0, 'O': 20.0}"
4347,4.641145793347313,mp-583221,"{'Ba': 14.0, 'B': 8.0, 'Se': 26.0}"
4348,2.5609401429586884,mp-19511,"{'Li': 40.0, 'Fe': 8.0, 'O': 32.0}"
4349,2.7444712055901848,mp-1222572,"{'Li': 7.0, 'Cu': 2.0, 'N': 3.0}"
4350,5.972564538247667,mp-30531,"{'Ta': 4.0, 'Se': 16.0, 'I': 2.0}"
4351,2.7016202279706802,mp-556422,"{'Nb': 4.0, 'Cl': 12.0, 'O': 4.0}"
4352,3.5393384148421316,mp-1209968,"{'Na': 2.0, 'Ho': 2.0, 'Cl': 8.0}"
4353,2.8318500736966206,mp-29704,"{'Cs': 8.0, 'S': 16.0, 'O': 32.0}"
4354,3.7954821511989003,mp-1104717,"{'Na': 4.0, 'Ag': 2.0, 'F': 8.0}"
4355,3.800669159607165,mp-28952,"{'Pd': 2.0, 'S': 2.0, 'O': 8.0}"
4356,2.8946373460334924,mp-1013550,"{'Ca': 3.0, 'Sb': 1.0, 'P': 1.0}"
4357,6.876996355342786,mp-27911,"{'Bi': 4.0, 'As': 4.0, 'O': 16.0}"
4358,3.3853366106178444,mp-1209961,"{'Na': 2.0, 'Tb': 2.0, 'Cl': 8.0}"
4359,9.54295000044884,mp-1361,"{'Ir': 8.0, 'Se': 16.0}"
4360,4.584931176103855,mp-1019608,"{'Cs': 24.0, 'B': 8.0, 'O': 24.0}"
4361,3.1309604312862986,mp-19970,"{'Li': 12.0, 'Cu': 4.0, 'O': 12.0}"
4362,4.924029400852007,mp-760483,"{'Li': 4.0, 'Pd': 2.0, 'O': 6.0}"
4363,2.9474282652179578,mp-20790,"{'In': 1.0, 'P': 1.0, 'S': 4.0}"
4364,4.421257139726677,mp-1103472,"{'Na': 2.0, 'U': 1.0, 'F': 8.0}"
4365,5.482287071629849,mp-2956,"{'Co': 8.0, 'Ge': 12.0, 'S': 12.0}"
4366,2.6508482488352705,mp-9672,"{'K': 4.0, 'Ni': 2.0, 'P': 4.0}"
4367,4.2809928050429535,mp-13903,"{'Zn': 1.0, 'Sn': 1.0, 'F': 6.0}"
4368,3.590801134916034,mp-1205997,"{'Na': 1.0, 'U': 1.0, 'F': 6.0}"
4369,5.072608021037989,mp-1209225,"{'Rb': 4.0, 'Nd': 4.0, 'F': 16.0}"
4370,7.3975066878631655,mp-560046,"{'Ta': 4.0, 'Pt': 6.0, 'S': 16.0}"
4371,4.733478654137978,mp-772821,"{'Rb': 12.0, 'Lu': 4.0, 'O': 12.0}"
4372,7.541455190850631,mp-865934,"{'Yb': 2.0, 'F': 4.0}"
4373,4.900838752498481,mp-1100430,"{'Li': 1.0, 'Zn': 1.0, 'Sb': 1.0}"
4374,5.086310964955691,mp-765493,"{'Ba': 8.0, 'Sb': 8.0, 'O': 20.0}"
4375,5.105397383180245,mp-1205852,"{'Tb': 4.0, 'Cl': 6.0}"
4376,6.078065544096239,mp-2651,"{'Pr': 6.0, 'F': 18.0}"
4377,8.73049304091193,mp-650598,"{'U': 8.0, 'Pb': 24.0, 'O': 48.0}"
4378,5.977576031455393,mp-1105931,"{'Pr': 2.0, 'Tm': 6.0, 'S': 12.0}"
4379,5.316466983167634,mp-1207828,"{'W': 12.0, 'Cl': 24.0}"
4380,6.27176085976665,mp-19893,"{'Pb': 4.0, 'C': 4.0, 'O': 12.0}"
4381,5.196257648486302,mp-1201442,"{'Tl': 8.0, 'Si': 10.0, 'O': 24.0}"
4382,6.999263291811182,mp-752520,"{'Gd': 4.0, 'I': 4.0, 'O': 4.0}"
4383,3.2339040491584647,mp-984107,"{'K': 6.0, 'I': 2.0, 'O': 10.0}"
4384,7.442572636185781,mp-1206487,"{'Yb': 1.0, 'Cd': 2.0, 'As': 2.0}"
4385,4.483038469603686,mp-31001,"{'K': 4.0, 'Sb': 12.0, 'O': 20.0}"
4386,4.0066260143780275,mp-505400,"{'Ba': 2.0, 'Zr': 4.0, 'F': 20.0}"
4387,7.5443166702660704,mp-961673,"{'Ti': 1.0, 'Fe': 1.0, 'Te': 1.0}"
4388,2.9221438939208997,mp-18664,"{'K': 8.0, 'Ta': 4.0, 'S': 22.0}"
4389,7.436880893861411,mp-11775,"{'Rb': 1.0, 'U': 1.0, 'O': 3.0}"
4390,4.888354385368711,mp-1221996,"{'Mn': 4.0, 'Co': 2.0, 'O': 8.0}"
4391,6.055350792392487,mp-13283,"{'Sm': 2.0, 'Er': 6.0, 'S': 12.0}"
4392,2.010349779778124,mp-28127,"{'Na': 8.0, 'S': 20.0}"
4393,10.599777468733265,mp-19238,"{'Co': 4.0, 'Pt': 12.0, 'O': 24.0}"
4394,3.7508063716113846,mp-23450,"{'Rb': 2.0, 'I': 2.0, 'O': 8.0}"
4395,2.2877513654681927,mp-18383,"{'K': 12.0, 'Nb': 4.0, 'S': 16.0}"
4396,2.8449231714314864,mp-27557,"{'Na': 32.0, 'Fe': 8.0, 'O': 28.0}"
4397,2.9687659856459825,mp-1211821,"{'K': 24.0, 'Mo': 6.0, 'O': 30.0}"
4398,5.005685285679179,mp-675374,"{'Al': 4.0, 'Pb': 2.0, 'Se': 8.0}"
4399,5.816491026869926,mp-29498,"{'W': 12.0, 'Br': 24.0}"
4400,6.488267456776306,mp-30284,"{'Hg': 2.0, 'As': 2.0, 'O': 6.0}"
4401,6.870072634664845,mp-505702,"{'Pb': 8.0, 'C': 4.0, 'O': 16.0}"
4402,8.212663242751692,mp-28853,"{'La': 4.0, 'Au': 4.0, 'O': 12.0}"
4403,5.456851074862193,mp-1096802,"{'Ag': 4.0, 'Ge': 2.0, 'Se': 6.0}"
4404,3.255875689033072,mp-5416,"{'Na': 8.0, 'Se': 4.0, 'O': 12.0}"
4405,2.551732807924799,mp-557105,"{'K': 4.0, 'V': 2.0, 'O': 7.0}"
4406,5.683921537914922,mp-1208299,"{'Tb': 4.0, 'S': 4.0, 'Br': 4.0}"
4407,3.5469974939700717,mp-1003314,"{'K': 1.0, 'Mn': 2.0, 'O': 4.0}"
4408,5.251093827128319,mp-1276278,"{'Sr': 8.0, 'Co': 4.0, 'O': 16.0}"
4409,4.7962134257528515,mp-15059,"{'Gd': 4.0, 'Sn': 4.0, 'F': 28.0}"
4410,5.785595127094986,mp-38564,"{'Ce': 1.0, 'Mo': 6.0, 'S': 8.0}"
4411,7.137703343358692,mp-14100,"{'Cd': 2.0, 'Rh': 4.0, 'O': 8.0}"
4412,6.825363778758231,mp-23560,"{'Ge': 6.0, 'Bi': 8.0, 'O': 24.0}"
4413,4.796671313818864,mp-27419,"{'Li': 1.0, 'Bi': 1.0, 'F': 6.0}"
4414,3.635593157898964,mp-1542973,"{'Zn': 1.0, 'Co': 1.0, 'F': 6.0}"
4415,3.6709624905016915,mp-1013548,"{'Ca': 3.0, 'Sb': 1.0, 'N': 1.0}"
4416,4.434999888989673,mp-1200333,"{'La': 24.0, 'Co': 4.0, 'Cl': 44.0}"
4417,5.415094399271529,mp-11641,"{'Ag': 4.0, 'Se': 2.0, 'O': 8.0}"
4418,8.31542932423977,mp-755471,"{'Lu': 4.0, 'Cr': 4.0, 'O': 12.0}"
4419,3.1905730681747277,mp-557093,"{'Sr': 8.0, 'Cr': 16.0, 'O': 56.0}"
4420,8.522775348689388,mp-985278,"{'Ac': 1.0, 'F': 3.0}"
4421,8.552536633627957,mp-866101,"{'Ac': 1.0, 'Cr': 1.0, 'O': 3.0}"
4422,2.973063926688732,mp-29363,"{'Rb': 48.0, 'Ga': 16.0, 'P': 32.0}"
4423,8.966205014696664,mp-504922,"{'U': 4.0, 'Pb': 4.0, 'O': 16.0}"
4424,5.428559383471801,mp-19292,"{'Co': 2.0, 'As': 4.0, 'O': 12.0}"
4425,4.859238027808866,mp-752675,"{'Ba': 2.0, 'Y': 2.0, 'F': 10.0}"
4426,4.393264784661673,mp-1182345,"{'Au': 1.0, 'O': 2.0, 'F': 6.0}"
4427,4.178332615393183,mp-532315,"{'Sr': 17.0, 'Ta': 10.0, 'S': 42.0}"
4428,5.240139532881438,mp-766217,"{'Sr': 8.0, 'Cu': 4.0, 'O': 14.0}"
4429,5.100992810453682,mp-18795,"{'Mn': 6.0, 'Te': 2.0, 'O': 12.0}"
4430,3.228203848609785,mp-1003312,"{'K': 1.0, 'Mn': 4.0, 'O': 8.0}"
4431,7.452341904998909,mp-8007,"{'Li': 2.0, 'U': 2.0, 'O': 6.0}"
4432,2.9773242406010954,mp-7258,"{'K': 8.0, 'Sn': 2.0, 'O': 8.0}"
4433,6.765949668255158,mp-14116,"{'Cu': 1.0, 'Rh': 1.0, 'O': 2.0}"
4434,3.725958973280908,mp-1415,"{'Ca': 1.0, 'Se': 1.0}"
4435,5.151624829071172,mp-1852,"{'U': 1.0, 'F': 5.0}"
4436,1.4961164343477236,mp-20066,"{'C': 4.0, 'O': 8.0}"
4437,2.58251343189597,mp-23396,"{'Mo': 4.0, 'N': 4.0, 'Cl': 12.0}"
4438,2.545995047563569,mp-560869,"{'K': 12.0, 'V': 4.0, 'O': 16.0}"
4439,1.984440595835843,mp-976802,"{'K': 2.0, 'F': 4.0}"
4440,2.8835287105631813,mp-9788,"{'Sr': 4.0, 'P': 4.0, 'S': 12.0}"
4441,2.2710042304203393,mp-8389,"{'Na': 12.0, 'Zn': 2.0, 'S': 8.0}"
4442,6.838010756002084,mp-961660,"{'Ti': 1.0, 'Fe': 1.0, 'Se': 1.0}"
4443,6.392818087726319,mp-530910,"{'La': 24.0, 'Se': 40.0, 'Yb': 4.0}"
4444,6.958596967988858,mp-8727,"{'Ba': 8.0, 'Pt': 2.0, 'O': 12.0}"
4445,2.5661902703744546,mp-29375,"{'Na': 12.0, 'In': 4.0, 'S': 12.0}"
4446,3.8771899060362953,mp-1194550,"{'Ca': 42.0, 'Zn': 8.0, 'As': 36.0}"
4447,7.213365684355708,mp-1070852,"{'Yb': 2.0, 'H': 2.0, 'Cl': 2.0}"
4448,3.193703730405293,mp-14652,"{'Cs': 4.0, 'P': 6.0}"
4449,2.9372488383540043,mp-1079088,"{'Na': 1.0, 'As': 1.0, 'F': 6.0}"
4450,7.473210648870464,mp-867112,"{'Ac': 1.0, 'In': 1.0, 'Te': 2.0}"
4451,8.946084365546868,mp-557993,"{'Bi': 4.0, 'O': 8.0}"
4452,5.957685268707236,mp-22005,"{'V': 8.0, 'Pb': 8.0, 'O': 28.0}"
4453,4.040214411570151,mp-8280,"{'Ba': 1.0, 'Mg': 2.0, 'As': 2.0}"
4454,2.896574146739258,mp-769032,"{'Li': 12.0, 'Nb': 4.0, 'S': 16.0}"
4455,6.768790886584738,mp-1102688,"{'Pr': 4.0, 'Sb': 4.0, 'Se': 4.0}"
4456,3.727044399719165,mp-559377,"{'I': 4.0, 'O': 4.0, 'F': 12.0}"
4457,4.090068086037507,mp-974724,"{'Re': 4.0, 'Cl': 4.0, 'O': 12.0}"
4458,5.8571032670137155,mp-1202825,"{'Cs': 4.0, 'Lu': 28.0, 'S': 44.0}"
4459,3.3517070047227286,mp-8789,"{'Ca': 4.0, 'As': 2.0, 'O': 1.0}"
4460,7.056770297125543,mp-30273,"{'Ac': 2.0, 'Cl': 2.0, 'O': 2.0}"
4461,2.7952309540670033,mp-24409,"{'P': 2.0, 'H': 8.0, 'I': 2.0}"
4462,6.508264471801924,mp-557787,"{'Tl': 4.0, 'Sb': 4.0, 'O': 12.0}"
4463,6.456072705661805,mp-756301,"{'Cd': 2.0, 'Co': 4.0, 'O': 8.0}"
4464,5.9805185113743,mp-878,"{'Ho': 12.0, 'S': 18.0}"
4465,4.816679744429984,mp-10748,"{'Ta': 1.0, 'Cu': 3.0, 'S': 4.0}"
4466,4.737621925299829,mp-15789,"{'Li': 1.0, 'Dy': 1.0, 'S': 2.0}"
4467,3.4455562602606853,mp-16194,"{'Rb': 24.0, 'Si': 12.0, 'O': 36.0}"
4468,6.587553766564682,mp-37829,"{'La': 5.0, 'Tl': 1.0, 'Se': 8.0}"
4469,3.555894188277155,mp-7329,"{'K': 1.0, 'Ce': 1.0, 'S': 2.0}"
4470,3.41435122292716,mp-27764,"{'K': 8.0, 'I': 4.0, 'O': 18.0}"
4471,1.5725145341705542,mp-760375,"{'Li': 3.0, 'V': 1.0, 'S': 4.0}"
4472,6.375240475776518,mp-545999,"{'Ag': 2.0, 'Sb': 2.0, 'O': 6.0}"
4473,4.8983746052987875,mp-752508,"{'Cs': 4.0, 'W': 2.0, 'O': 8.0}"
4474,2.740892537717324,mp-542613,"{'Ge': 6.0, 'S': 12.0}"
4475,2.101439347317869,mp-29514,"{'P': 4.0, 'H': 4.0, 'F': 16.0}"
4476,6.493157624500014,mp-1101873,"{'Er': 4.0, 'S': 8.0}"
4477,2.847364374872533,mp-5116,"{'K': 12.0, 'Ge': 4.0, 'O': 14.0}"
4478,4.6786509247451615,mp-28904,"{'O': 18.0, 'Na': 4.0, 'Te': 8.0}"
4479,1.6541210666336237,mp-28406,"{'S': 4.0, 'Cl': 8.0, 'O': 4.0}"
4480,2.9555471642888658,mp-1105187,"{'Cu': 4.0, 'P': 4.0, 'S': 12.0}"
4481,5.301026280818231,mp-559824,"{'Au': 4.0, 'Se': 6.0, 'O': 20.0}"
4482,2.1006431730966346,mp-28575,"{'W': 2.0, 'S': 16.0, 'Cl': 12.0}"
4483,3.7705635618221423,mp-562345,"{'Cs': 16.0, 'Si': 16.0, 'O': 40.0}"
4484,6.483699620298415,mp-1195333,"{'Nd': 8.0, 'Zr': 4.0, 'Se': 20.0}"
4485,6.157085103300047,mp-991676,"{'Nb': 1.0, 'Cu': 3.0, 'Te': 4.0}"
4486,4.553123965553413,mp-1226222,"{'Cs': 6.0, 'Y': 14.0, 'Se': 24.0}"
4487,4.909333371343123,mp-554935,"{'Pr': 32.0, 'Sb': 8.0, 'S': 60.0}"
4488,4.609769702579187,mp-1007636,"{'K': 1.0, 'Lu': 1.0, 'S': 2.0}"
4489,4.906534702610934,mp-19734,"{'Mg': 1.0, 'Pb': 1.0, 'F': 6.0}"
4490,4.416668288941459,mp-1201546,"{'Sr': 32.0, 'Ge': 8.0, 'As': 32.0}"
4491,5.486149864191504,mp-9379,"{'Sr': 1.0, 'Sn': 2.0, 'As': 2.0}"
4492,5.340523259410709,mp-1210598,"{'Mn': 4.0, 'Te': 2.0, 'O': 12.0}"
4493,3.129483861475386,mp-1104926,"{'Sr': 4.0, 'Si': 2.0, 'S': 8.0}"
4494,5.333863258173689,mp-22421,"{'Fe': 4.0, 'Ge': 2.0, 'O': 8.0}"
4495,5.557001301943329,mp-1192011,"{'Sr': 6.0, 'Co': 4.0, 'O': 12.0}"
4496,6.487252922652949,mp-542115,"{'Hg': 6.0, 'Se': 6.0, 'O': 20.0}"
4497,4.717691499808666,mp-1172875,"{'Mn': 32.0, 'O': 48.0}"
4498,7.072493721918131,mp-1191266,"{'Bi': 4.0, 'I': 4.0, 'O': 16.0}"
4499,6.974158832244059,mp-31355,"{'Sr': 12.0, 'Tl': 8.0, 'O': 24.0}"
4500,3.6342640616666944,mp-1542604,"{'Mn': 1.0, 'Zn': 1.0, 'F': 6.0}"
4501,4.550828011593531,mp-554980,"{'Mn': 2.0, 'I': 4.0, 'O': 12.0}"
4502,5.649440189569195,mp-22386,"{'In': 2.0, 'Ag': 2.0, 'Te': 4.0}"
4503,4.015296554746436,mp-1228740,"{'Ba': 2.0, 'Al': 4.0, 'Se': 8.0}"
4504,5.886636640687249,mp-18889,"{'V': 2.0, 'Ag': 6.0, 'O': 8.0}"
