material_id,band_gap,density,unit_cell_formula
mp-28458,2.3094,5.348995471922434,"{'Er': 2.0, 'Se': 2.0, 'I': 2.0}"
mp-1200567,1.7285,4.921525799605649,"{'Cs': 8.0, 'Hf': 6.0, 'Se': 28.0}"
mp-1225880,0.133,5.624528024981892,"{'Cs': 2.0, 'Ta': 2.0, 'Se': 6.0}"
mp-650137,1.0022,6.524721327874416,"{'Cs': 8.0, 'Re': 12.0, 'Se': 26.0}"
mp-651741,0.7025,5.543162874661183,"{'Cs': 12.0, 'Re': 12.0, 'Se': 30.0}"
mp-14338,1.4184,6.809662544715589,"{'Cs': 2.0, 'Pt': 3.0, 'Se': 4.0}"
mp-573316,1.1204,6.985202953481695,"{'Cs': 2.0, 'Pt': 4.0, 'Se': 6.0}"
mp-567913,1.3438,5.509344631605061,"{'Cs': 2.0, 'Au': 2.0, 'Se': 6.0}"
mp-9386,2.2403,7.03677163935129,"{'Cs': 1.0, 'Au': 3.0, 'Se': 2.0}"
mp-574599,1.8052,5.8179903127011,"{'Cs': 2.0, 'Au': 2.0, 'Se': 2.0}"
mp-29194,1.6041,5.726763410847664,"{'Cs': 4.0, 'Au': 4.0, 'Se': 6.0}"
mp-1106156,1.1954,6.251086252754691,"{'Cs': 4.0, 'Hg': 6.0, 'Se': 8.0}"
mp-581738,2.02,4.39342993762047,"{'Cs': 12.0, 'Bi': 4.0, 'Se': 12.0}"
mp-567928,0.9779,6.219293314755641,"{'Cs': 4.0, 'Bi': 12.0, 'Se': 20.0}"
mp-1229208,0.785,6.10376321303168,"{'Cs': 4.0, 'Bi': 8.0, 'Se': 14.0}"
mp-1226868,1.4741,5.277825019953786,"{'Cs': 6.0, 'Sm': 14.0, 'Se': 24.0}"
mp-17410,1.5441,6.026517476432737,"{'Cs': 4.0, 'Er': 12.0, 'Se': 20.0}"
mp-1203743,1.5927,6.730183482079323,"{'Cs': 4.0, 'Lu': 28.0, 'Se': 44.0}"
mp-27365,0.7327,6.169071786363063,"{'Ba': 8.0, 'Bi': 8.0, 'Se': 24.0}"
mp-1193757,1.4509,5.800896707796262,"{'Ba': 4.0, 'Sm': 8.0, 'Se': 16.0}"
mp-1194410,1.2498,6.007307937513179,"{'Ba': 4.0, 'Gd': 8.0, 'Se': 16.0}"
mp-1193797,1.3888,6.263538756035688,"{'Ba': 4.0, 'Dy': 8.0, 'Se': 16.0}"
mp-1192805,1.3948,6.4314602727703925,"{'Ba': 4.0, 'Er': 8.0, 'Se': 16.0}"
mp-1193169,1.3846,6.51758671809545,"{'Ba': 4.0, 'Tm': 8.0, 'Se': 16.0}"
mp-1192674,1.3898,6.7009871788289015,"{'Ba': 4.0, 'Lu': 8.0, 'Se': 16.0}"
mp-1095255,0.9505,5.529855067273468,"{'Ba': 3.0, 'Th': 1.0, 'Se': 7.0}"
mp-1197516,0.8024,6.920459022431626,"{'La': 8.0, 'Hf': 4.0, 'Se': 20.0}"
mp-37829,1.4405,6.587553766564682,"{'La': 5.0, 'Tl': 1.0, 'Se': 8.0}"
mp-530910,1.6795,6.392818087726319,"{'La': 24.0, 'Se': 40.0, 'Yb': 4.0}"
mp-645695,0.484,6.391711708244693,"{'La': 12.0, 'Lu': 4.0, 'Se': 24.0}"
mp-1198974,1.1236,6.8143791509621945,"{'La': 8.0, 'Th': 4.0, 'Se': 20.0}"
mp-1102545,1.0101,7.824776763054023,"{'Hf': 2.0, 'Tl': 4.0, 'Se': 6.0}"
mp-1198311,1.3377,7.777163345885484,"{'Hf': 5.0, 'Tl': 20.0, 'Se': 20.0}"
mp-4425,0.6779,8.372695892133736,"{'Ta': 4.0, 'Pt': 6.0, 'Se': 16.0}"
mp-542140,1.0857,6.488255706254073,"{'Ta': 4.0, 'Tl': 8.0, 'Se': 22.0}"
mp-10644,2.469,7.031515967945506,"{'Ta': 1.0, 'Tl': 3.0, 'Se': 4.0}"
mp-616190,0.9844,8.615723291187443,"{'Tl': 8.0, 'Re': 12.0, 'Se': 24.0}"
mp-1103228,0.6862,12.23369964469168,"{'Bi': 4.0, 'Ir': 4.0, 'Se': 4.0}"
mp-541487,0.6747,9.252518493291248,"{'Tl': 2.0, 'Pt': 4.0, 'Se': 6.0}"
mp-1105692,1.3491,8.028622955561254,"{'Tl': 4.0, 'Hg': 6.0, 'Se': 8.0}"
mp-1195087,0.273,8.485038537730068,"{'Tl': 16.0, 'Pb': 4.0, 'Se': 12.0}"
mp-29662,0.3475,7.705508341951818,"{'Tl': 1.0, 'Bi': 1.0, 'Se': 2.0}"
mp-675989,0.8311,8.555398442640442,"{'Tl': 9.0, 'Bi': 1.0, 'Se': 6.0}"
mp-999289,1.4477,6.551892693633183,"{'Pr': 1.0, 'Tl': 1.0, 'Se': 2.0}"
mp-568588,1.4442,6.657148086877581,"{'Nd': 1.0, 'Tl': 1.0, 'Se': 2.0}"
mp-999137,1.4209,6.904156126320365,"{'Sm': 1.0, 'Tl': 1.0, 'Se': 2.0}"
mp-569393,0.831,7.113139432942457,"{'Gd': 1.0, 'Tl': 1.0, 'Se': 2.0}"
mp-569507,1.4481,7.267900572933001,"{'Tb': 1.0, 'Tl': 1.0, 'Se': 2.0}"
mp-568062,1.4309,7.382448550434312,"{'Dy': 1.0, 'Tl': 1.0, 'Se': 2.0}"
mp-569178,1.416,7.458384910620311,"{'Ho': 1.0, 'Tl': 1.0, 'Se': 2.0}"
mp-570117,1.4024,7.518528156277015,"{'Er': 1.0, 'Tl': 1.0, 'Se': 2.0}"
mp-1067280,1.3676,7.611918785732199,"{'Tm': 1.0, 'Tl': 1.0, 'Se': 2.0}"
mp-1001611,1.2344,7.832622536873429,"{'Lu': 1.0, 'Tl': 1.0, 'Se': 2.0}"
mp-675543,0.47,7.47457739895918,"{'Bi': 2.0, 'Pb': 1.0, 'Se': 4.0}"
mp-1173369,0.5004,6.697837071667217,"{'Pr': 4.0, 'Eu': 2.0, 'Se': 8.0}"
mp-13326,0.525,6.896359934624042,"{'Pr': 2.0, 'Lu': 2.0, 'Se': 6.0}"
mp-36407,0.4877,6.879913249321931,"{'Nd': 4.0, 'Eu': 2.0, 'Se': 8.0}"
mp-13327,0.5247,7.006042438277093,"{'Nd': 2.0, 'Lu': 2.0, 'Se': 6.0}"
mp-1201577,0.0384,7.422010026647012,"{'Nd': 8.0, 'U': 4.0, 'Se': 20.0}"
mp-646337,0.1962,6.690873957904107,"{'Tb': 8.0, 'Eu': 4.0, 'Se': 16.0}"
mp-645690,0.1996,6.785997663817993,"{'Eu': 4.0, 'Dy': 8.0, 'Se': 16.0}"
mp-1193984,0.2071,6.969714421411293,"{'Eu': 4.0, 'Er': 8.0, 'Se': 16.0}"
mp-542964,0.1836,7.110345466477516,"{'Eu': 4.0, 'Tm': 8.0, 'Se': 16.0}"
mp-645692,0.1644,7.327353583670326,"{'Eu': 4.0, 'Lu': 8.0, 'Se': 16.0}"
mp-1209189,4.2889,3.971051242008701,"{'Rb': 4.0, 'Sr': 8.0, 'Br': 20.0}"
mp-1209652,1.1184,4.075261141281837,"{'Rb': 4.0, 'Nb': 6.0, 'Br': 18.0}"
mp-676313,2.3358,4.152691189098388,"{'Rb': 4.0, 'Mo': 12.0, 'Br': 28.0}"
mp-28084,0.7641,4.078800973276039,"{'Rb': 2.0, 'Pd': 1.0, 'Br': 6.0}"
mp-567714,2.671,3.858200908565202,"{'Rb': 8.0, 'Ag': 4.0, 'Br': 12.0}"
mp-27400,2.7555,4.305013734618374,"{'Rb': 4.0, 'Cd': 4.0, 'Br': 12.0}"
mp-28315,3.212,3.637818430489527,"{'Rb': 8.0, 'Cd': 2.0, 'Br': 12.0}"
mp-567780,2.4249,4.309394344134629,"{'Rb': 2.0, 'Sn': 4.0, 'Br': 10.0}"
mp-569028,1.4788,3.8336091522161766,"{'Rb': 2.0, 'Sn': 1.0, 'Br': 6.0}"
mp-998778,2.3054,3.980406335083583,"{'Rb': 4.0, 'Sn': 4.0, 'Br': 12.0}"
mp-1194576,2.1855,3.713209560844516,"{'Rb': 12.0, 'Sb': 8.0, 'Br': 36.0}"
mp-570324,2.2447,3.754616124356974,"{'Rb': 2.0, 'Te': 1.0, 'Br': 6.0}"
mp-1209437,4.3656,4.078840551854648,"{'Rb': 4.0, 'Ba': 8.0, 'Br': 20.0}"
mp-1209612,3.4379,3.897776983364435,"{'Rb': 8.0, 'La': 4.0, 'Br': 20.0}"
mp-1190209,3.1699,4.34600433826813,"{'Rb': 2.0, 'Hf': 4.0, 'Br': 18.0}"
mp-680048,2.688,5.275004617621224,"{'Rb': 4.0, 'W': 12.0, 'Br': 28.0}"
mp-582648,0.9885,5.221772515492249,"{'Rb': 2.0, 'Re': 6.0, 'Br': 20.0}"
mp-30167,0.491,4.801335138442695,"{'Rb': 6.0, 'Os': 4.0, 'Br': 18.0}"
mp-30996,1.4886,4.435532525910827,"{'Rb': 2.0, 'Au': 2.0, 'Br': 8.0}"
mp-27300,0.774,4.752051654543362,"{'Rb': 2.0, 'Au': 2.0, 'Br': 6.0}"
mp-28564,3.9477,3.793359293266544,"{'Rb': 8.0, 'Pb': 2.0, 'Br': 12.0}"
mp-998603,2.823,4.581313970196658,"{'Rb': 2.0, 'Pb': 2.0, 'Br': 6.0}"
mp-1195363,2.818,4.109720667899417,"{'Rb': 12.0, 'Bi': 8.0, 'Br': 36.0}"
mp-27147,3.3,3.881670370054772,"{'Rb': 24.0, 'Bi': 8.0, 'Br': 48.0}"
mp-1209654,0.3201,4.014073946274094,"{'Rb': 8.0, 'Ce': 4.0, 'Br': 20.0}"
mp-1209488,4.0347,4.033937915230114,"{'Rb': 8.0, 'Pr': 4.0, 'Br': 20.0}"
mp-1209500,4.0354,4.070258049110584,"{'Rb': 8.0, 'Nd': 4.0, 'Br': 20.0}"
mp-1209518,4.0789,4.12175348787867,"{'Rb': 8.0, 'Sm': 4.0, 'Br': 20.0}"
mp-571418,4.4925,4.63547016007957,"{'Rb': 4.0, 'Yb': 4.0, 'Br': 12.0}"
mp-571265,0.0008,4.169442640120304,"{'Rb': 4.0, 'U': 2.0, 'Br': 12.0}"
mp-1209530,0.4942,4.586505898018115,"{'Rb': 8.0, 'U': 4.0, 'Br': 20.0}"
mp-1213104,4.5582,3.618270263177396,"{'Cs': 4.0, 'Sr': 4.0, 'Br': 12.0}"
mp-1196369,0.365,4.636638515102531,"{'Y': 32.0, 'Ru': 8.0, 'Br': 40.0}"
mp-568937,4.0444,3.783593095501963,"{'Cs': 6.0, 'Y': 4.0, 'Br': 18.0}"
mp-28744,0.7054,5.405924259511551,"{'Y': 8.0, 'Os': 2.0, 'Br': 8.0}"
mp-1201999,0.6942,4.659583164590021,"{'Y': 40.0, 'Ir': 8.0, 'Br': 72.0}"
mp-610738,2.4169,4.27711817712151,"{'Zr': 2.0, 'In': 4.0, 'Br': 12.0}"
mp-28671,1.1525,3.891584455463993,"{'Zr': 2.0, 'Te': 4.0, 'Br': 10.0}"
mp-28672,2.4105,3.4679800622392,"{'Zr': 8.0, 'Te': 4.0, 'Br': 48.0}"
mp-28038,0.6276,4.492249698437393,"{'Nb': 4.0, 'Te': 4.0, 'Br': 12.0}"
mp-569853,0.3032,4.83922337960364,"{'Cs': 2.0, 'Nb': 8.0, 'Br': 22.0}"
mp-541709,1.0294,5.255507877429202,"{'Nb': 6.0, 'Tl': 4.0, 'Br': 18.0}"
mp-29190,0.9629,5.638733399494949,"{'Te': 8.0, 'Mo': 2.0, 'Br': 2.0}"
mp-622262,1.0895,5.064017097547371,"{'Te': 24.0, 'Mo': 4.0, 'Br': 12.0}"
mp-649327,2.2911,4.731435236510219,"{'Mo': 24.0, 'Pb': 4.0, 'Br': 56.0}"
mp-1198778,1.4039,4.583708150732487,"{'Te': 24.0, 'Ru': 4.0, 'Br': 32.0}"
mp-541772,0.5697,7.69849635227304,"{'Bi': 8.0, 'Ru': 2.0, 'Br': 4.0}"
mp-570902,0.2076,4.595187397240193,"{'Pr': 6.0, 'Ru': 1.0, 'Br': 10.0}"
mp-1209743,0.1918,5.341325972319945,"{'Pr': 6.0, 'Ru': 2.0, 'Br': 6.0}"
mp-1200540,0.4069,6.408775691237851,"{'Ho': 32.0, 'Ru': 8.0, 'Br': 40.0}"
mp-1205332,1.2836,5.340963635622521,"{'Te': 12.0, 'Rh': 2.0, 'Br': 6.0}"
mp-1203586,0.4748,5.484523088409546,"{'Tb': 40.0, 'Rh': 8.0, 'Br': 72.0}"
mp-1189645,0.1695,5.3921307494242,"{'Tb': 7.0, 'Rh': 1.0, 'Br': 12.0}"
mp-638749,0.8159,5.84838906574981,"{'Te': 6.0, 'Pd': 8.0, 'Br': 8.0}"
mp-1205847,0.7655,4.266311217205068,"{'Cs': 2.0, 'Pd': 1.0, 'Br': 6.0}"
mp-31287,1.3458,6.029985876541862,"{'Tl': 24.0, 'Pd': 8.0, 'Br': 40.0}"
mp-568392,0.7546,6.9579081584041775,"{'Ag': 40.0, 'Te': 16.0, 'Br': 12.0}"
mp-1215016,0.2079,7.391394824093044,"{'Ag': 40.0, 'Te': 16.0, 'Br': 8.0}"
mp-640052,2.7548,4.092751151255834,"{'Cs': 8.0, 'Ag': 4.0, 'Br': 12.0}"
mp-29718,2.6778,5.701898529540224,"{'Ag': 4.0, 'W': 12.0, 'Br': 28.0}"
mp-667295,2.9374,3.926419265753928,"{'Cs': 14.0, 'Cd': 6.0, 'Br': 26.0}"
mp-1188465,3.0743,3.822120307593931,"{'Cs': 6.0, 'Cd': 2.0, 'Br': 10.0}"
mp-541899,2.901,4.332299359359421,"{'Cs': 2.0, 'Cd': 2.0, 'Br': 6.0}"
mp-29052,2.0591,6.017342440620225,"{'Cd': 4.0, 'W': 24.0, 'Br': 56.0}"
mp-998555,1.7534,4.00386388952432,"{'In': 2.0, 'Sn': 2.0, 'Br': 6.0}"
mp-1212594,1.3042,4.833961300564272,"{'In': 12.0, 'Te': 12.0, 'Br': 4.0}"
mp-29236,1.7356,4.644534251969955,"{'In': 4.0, 'Te': 4.0, 'Br': 4.0}"
mp-1112651,2.6769,3.60560209667524,"{'Cs': 3.0, 'In': 1.0, 'Br': 6.0}"
mp-1112642,1.4038,4.069810049696817,"{'Cs': 2.0, 'In': 2.0, 'Br': 6.0}"
mp-1205559,2.9827,5.269404826778623,"{'Yb': 2.0, 'In': 2.0, 'Br': 6.0}"
mp-617543,2.7686,5.148206886135519,"{'Th': 2.0, 'In': 4.0, 'Br': 12.0}"
mp-1208879,2.3803,4.707990493394014,"{'Sn': 4.0, 'I': 4.0, 'Br': 4.0}"
mp-23467,2.4626,4.273186219514939,"{'Cs': 2.0, 'Sn': 4.0, 'Br': 10.0}"
mp-641923,1.5822,4.046001515181056,"{'Cs': 2.0, 'Sn': 1.0, 'Br': 6.0}"
mp-27214,2.385,4.000913232180879,"{'Cs': 1.0, 'Sn': 1.0, 'Br': 3.0}"
mp-568244,2.3783,5.25251091639508,"{'Tl': 2.0, 'Sn': 4.0, 'Br': 10.0}"
mp-579560,1.9801,3.97297583242057,"{'Cs': 3.0, 'Sb': 2.0, 'Br': 9.0}"
mp-570305,0.0451,6.466309466518017,"{'La': 28.0, 'Sb': 44.0, 'Br': 16.0}"
mp-567777,0.2275,6.560278111615265,"{'La': 18.0, 'Sb': 32.0, 'Br': 6.0}"
mp-23453,0.9487,6.593008830818847,"{'Hg': 24.0, 'Sb': 20.0, 'Br': 28.0}"
mp-23405,2.2091,4.062434808402151,"{'Cs': 2.0, 'Te': 1.0, 'Br': 6.0}"
mp-1198669,0.0534,6.386484276467313,"{'La': 12.0, 'Te': 16.0, 'Br': 4.0}"
mp-29716,2.2297,3.663596224594141,"{'Ta': 2.0, 'Te': 2.0, 'Br': 18.0}"
mp-662556,1.9379,5.034998599502369,"{'Re': 4.0, 'Te': 8.0, 'Br': 16.0}"
mp-1188957,1.2675,5.694609583427416,"{'Te': 12.0, 'Ir': 2.0, 'Br': 6.0}"
mp-541134,0.8237,4.072531072981298,"{'Te': 2.0, 'Au': 2.0, 'Br': 16.0}"
mp-27853,1.7064,6.9191291393729655,"{'Hg': 6.0, 'Te': 4.0, 'Br': 4.0}"
mp-29097,1.9357,6.028266066013527,"{'Hg': 24.0, 'Te': 8.0, 'Br': 32.0}"
mp-31076,2.2372,5.181752903858784,"{'Tl': 4.0, 'Te': 2.0, 'Br': 12.0}"
mp-33723,1.297,6.081527381617852,"{'Bi': 1.0, 'Te': 1.0, 'Br': 1.0}"
mp-27662,2.1123,3.9895464472828737,"{'Cs': 4.0, 'I': 8.0, 'Br': 4.0}"
mp-1214491,3.5368,4.889401370677627,"{'Ba': 4.0, 'I': 4.0, 'Br': 4.0}"
mp-541722,4.3948,4.219007174146722,"{'Cs': 4.0, 'Ba': 8.0, 'Br': 20.0}"
mp-1213600,3.4023,3.931598617178989,"{'Cs': 4.0, 'La': 8.0, 'Br': 28.0}"
mp-1213905,3.9286,3.73426677638449,"{'Cs': 12.0, 'La': 4.0, 'Br': 24.0}"
mp-1213736,3.3266,4.023292386064302,"{'Cs': 8.0, 'La': 4.0, 'Br': 20.0}"
mp-1190089,3.1447,4.384345434681508,"{'Cs': 2.0, 'Hf': 4.0, 'Br': 18.0}"
mp-1238793,3.3337,4.433308599996832,"{'Cs': 2.0, 'Hf': 1.0, 'Br': 6.0}"
mp-1226055,2.7127,5.3701605570926,"{'Cs': 4.0, 'W': 12.0, 'Br': 28.0}"
mp-27783,0.4053,4.5144461918221,"{'Cs': 8.0, 'Re': 8.0, 'Br': 32.0}"
mp-30062,1.543,4.630451648677471,"{'Cs': 2.0, 'Pt': 1.0, 'Br': 6.0}"
mp-569548,0.709,5.130668149006479,"{'Cs': 2.0, 'Au': 2.0, 'Br': 6.0}"
mp-569984,1.1427,4.336914902603061,"{'Cs': 12.0, 'Au': 8.0, 'Br': 44.0}"
mp-1183950,2.4681,4.123826991056265,"{'Cs': 8.0, 'Hg': 4.0, 'Br': 16.0}"
mp-619510,2.008,4.925722570563819,"{'Cs': 2.0, 'Hg': 4.0, 'Br': 10.0}"
mp-573702,1.9743,4.218863629681992,"{'Cs': 4.0, 'Tl': 4.0, 'Br': 16.0}"
mp-23436,3.9993,4.0006078358326445,"{'Cs': 8.0, 'Pb': 2.0, 'Br': 12.0}"
mp-567681,2.8917,4.781469830084434,"{'Cs': 4.0, 'Pb': 4.0, 'Br': 12.0}"
mp-27544,2.5988,4.332278100414439,"{'Cs': 3.0, 'Bi': 2.0, 'Br': 9.0}"
mp-638685,1.0355,4.18441413254769,"{'Cs': 4.0, 'Eu': 4.0, 'Br': 12.0}"
mp-669304,4.1926,4.195472857231442,"{'Cs': 6.0, 'Tb': 4.0, 'Br': 18.0}"
mp-1192709,4.2842,4.232874287306175,"{'Cs': 6.0, 'Ho': 4.0, 'Br': 18.0}"
mp-1193312,4.2885,4.280429459476678,"{'Cs': 6.0, 'Er': 4.0, 'Br': 18.0}"
mp-568005,4.397,4.797825693373753,"{'Cs': 1.0, 'Yb': 1.0, 'Br': 3.0}"
mp-647426,0.0974,4.460553928068586,"{'Cs': 2.0, 'Np': 1.0, 'Br': 6.0}"
mp-530709,2.311,5.9362933646780505,"{'Tl': 8.0, 'W': 24.0, 'Br': 56.0}"
mp-1212840,0.7188,7.706770042748067,"{'Er': 8.0, 'Os': 2.0, 'Br': 8.0}"
mp-1197952,0.681,5.736891167228968,"{'Tb': 40.0, 'Ir': 8.0, 'Br': 72.0}"
mp-1202615,0.7546,5.990357703067917,"{'Ho': 40.0, 'Ir': 8.0, 'Br': 72.0}"
mp-1208111,2.9591,6.2795263647384,"{'Tl': 4.0, 'Pb': 8.0, 'Br': 20.0}"
mp-1206321,3.6794,6.158544886765106,"{'Yb': 2.0, 'Tl': 2.0, 'Br': 6.0}"
mp-1205862,3.7486,3.8286084272356327,"{'Rb': 2.0, 'Sr': 2.0, 'I': 6.0}"
mp-16764,1.3563,4.687510011781988,"{'Rb': 2.0, 'Y': 2.0, 'Te': 4.0}"
mp-541953,1.0525,4.954700982220325,"{'Rb': 8.0, 'Zr': 6.0, 'Te': 32.0}"
mp-29603,0.4973,4.428652605588763,"{'Rb': 8.0, 'Zr': 4.0, 'Te': 12.0}"
mp-975237,0.2053,6.241461131278598,"{'Rb': 2.0, 'Te': 6.0, 'Mo': 6.0}"
mp-1206836,0.5801,4.626790449712139,"{'Rb': 2.0, 'Tc': 1.0, 'I': 6.0}"
mp-1070356,0.7245,4.830611913456628,"{'Rb': 2.0, 'Te': 2.0, 'Pd': 1.0}"
mp-29936,1.1296,4.457200065816534,"{'Rb': 8.0, 'Pd': 4.0, 'I': 24.0}"
mp-10481,0.2597,6.162885005025673,"{'Rb': 2.0, 'Ag': 6.0, 'Te': 4.0}"
mp-23399,2.5762,4.0834407310144725,"{'Rb': 8.0, 'Ag': 4.0, 'I': 12.0}"
mp-29901,1.9082,4.890188918517098,"{'Rb': 8.0, 'Cd': 12.0, 'Te': 16.0}"
mp-21760,0.74,4.675410177979056,"{'Rb': 16.0, 'In': 16.0, 'Sb': 24.0}"
mp-22255,1.525,4.922262233942693,"{'Rb': 2.0, 'In': 2.0, 'Te': 4.0}"
mp-28198,2.5376,3.705752838391608,"{'Rb': 6.0, 'In': 6.0, 'I': 24.0}"
mp-505490,1.063,3.96598343556047,"{'Rb': 24.0, 'Sn': 6.0, 'Sb': 36.0}"
mp-28520,0.5919,4.92181775168554,"{'Rb': 4.0, 'Sn': 2.0, 'Te': 10.0}"
mp-29405,2.0104,4.348900477115523,"{'Rb': 4.0, 'Sn': 4.0, 'I': 12.0}"
mp-17401,1.1854,4.731864136445661,"{'Rb': 6.0, 'Sn': 8.0, 'Au': 2.0}"
mp-1219835,0.2126,5.52731657547611,"{'Rb': 8.0, 'Sn': 42.0, 'Hg': 4.0}"
mp-1209693,1.9451,4.074595547815445,"{'Rb': 12.0, 'Sb': 8.0, 'I': 36.0}"
mp-9274,1.4027,6.424546943201895,"{'Rb': 3.0, 'Sb': 2.0, 'Au': 3.0}"
mp-28070,1.749,4.166629334203272,"{'Rb': 4.0, 'Te': 2.0, 'I': 12.0}"
mp-1070498,1.0898,5.684717194847318,"{'Rb': 2.0, 'Te': 2.0, 'Pt': 1.0}"
mp-9008,1.1069,5.837093861684755,"{'Rb': 2.0, 'Te': 2.0, 'Au': 2.0}"
mp-29107,1.0159,6.114791039237482,"{'Rb': 8.0, 'Hg': 12.0, 'Te': 16.0}"
mp-7199,0.1995,5.353059269283051,"{'Rb': 2.0, 'Pr': 2.0, 'Te': 8.0}"
mp-5808,1.3615,5.00139093852432,"{'Rb': 1.0, 'Nd': 1.0, 'Te': 2.0}"
mp-999269,1.3667,5.188229335860371,"{'Rb': 1.0, 'Sm': 1.0, 'Te': 2.0}"
mp-862797,1.1811,6.528528514202525,"{'Rb': 1.0, 'Ac': 1.0, 'Te': 2.0}"
mp-1209363,0.0511,5.185654059041682,"{'Rb': 4.0, 'U': 2.0, 'Te': 6.0}"
mp-1209423,3.7766,4.358137457546045,"{'Rb': 4.0, 'Ba': 8.0, 'I': 20.0}"
mp-1209667,2.7991,4.261378925145432,"{'Rb': 8.0, 'La': 4.0, 'I': 20.0}"
mp-28110,0.5967,4.881466736839251,"{'Rb': 2.0, 'Pt': 1.0, 'I': 6.0}"
mp-568666,0.8883,5.0331621863947325,"{'Rb': 2.0, 'Au': 2.0, 'I': 6.0}"
mp-23517,2.4576,4.866516604433713,"{'Rb': 4.0, 'Pb': 4.0, 'I': 12.0}"
mp-29895,2.4206,4.393114722569822,"{'Rb': 12.0, 'Bi': 8.0, 'I': 36.0}"
mp-1210060,0.3226,4.339551689733876,"{'Rb': 8.0, 'Ce': 4.0, 'I': 20.0}"
mp-1209562,3.0923,4.317250984337816,"{'Rb': 8.0, 'Pr': 4.0, 'I': 20.0}"
mp-1209575,3.0905,4.378412230868362,"{'Rb': 8.0, 'Nd': 4.0, 'I': 20.0}"
mp-29612,1.2759,5.108092021459438,"{'Rb': 4.0, 'Eu': 8.0, 'I': 20.0}"
mp-23347,4.333,3.9870636322176938,"{'Rb': 8.0, 'Yb': 2.0, 'I': 12.0}"
mp-31018,0.0546,7.194391090954856,"{'Sr': 2.0, 'Ag': 2.0, 'Bi': 2.0}"
mp-867149,0.0712,5.044123369071971,"{'Sr': 2.0, 'Cd': 1.0, 'Sn': 1.0}"
mp-862721,0.0783,5.969014888479483,"{'Sr': 2.0, 'Cd': 1.0, 'Pb': 1.0}"
mp-582108,0.169,6.422835866582536,"{'Sr': 42.0, 'Cd': 8.0, 'Bi': 36.0}"
mp-649033,0.0678,5.088533536986965,"{'Sr': 10.0, 'In': 4.0, 'Sb': 12.0}"
mp-578752,0.8611,4.901833008549961,"{'Sr': 22.0, 'In': 2.0, 'Sb': 18.0}"
mp-20397,0.892,5.276565931820821,"{'Sr': 2.0, 'In': 4.0, 'Te': 8.0}"
mp-867169,0.3598,6.177269004788767,"{'Sr': 2.0, 'Sn': 1.0, 'Hg': 1.0}"
mp-1208807,1.8385,4.143397040856459,"{'Sr': 12.0, 'Sb': 4.0, 'I': 12.0}"
mp-867168,0.5963,6.563641705970557,"{'Sr': 2.0, 'Sb': 1.0, 'Au': 1.0}"
mp-1080232,3.8252,3.996180523974685,"{'Cs': 2.0, 'Sr': 2.0, 'I': 6.0}"
mp-1208662,0.2927,4.208344453322639,"{'Sr': 2.0, 'U': 2.0, 'I': 12.0}"
mp-867193,0.4476,7.478776965972901,"{'Sr': 2.0, 'Bi': 1.0, 'Au': 1.0}"
mp-867207,0.1811,7.092677637515413,"{'Sr': 2.0, 'Hg': 1.0, 'Pb': 1.0}"
mp-28840,0.1258,5.106894744940003,"{'Y': 32.0, 'Ru': 8.0, 'I': 40.0}"
mp-1207685,0.089,4.798790406975329,"{'Y': 6.0, 'Rh': 1.0, 'I': 10.0}"
mp-12903,1.3115,6.2274470479723805,"{'Y': 2.0, 'Ag': 2.0, 'Te': 4.0}"
mp-4964,0.1098,9.2648151367418,"{'Y': 1.0, 'Sb': 1.0, 'Pt': 1.0}"
mp-13654,0.5814,9.029234136038696,"{'Y': 6.0, 'Sb': 8.0, 'Au': 6.0}"
mp-17872,0.8063,5.402660234468727,"{'Ba': 4.0, 'Y': 8.0, 'Te': 16.0}"
mp-1065514,0.8286,6.42528093485992,"{'Y': 1.0, 'Tl': 1.0, 'Te': 2.0}"
mp-28864,0.0655,4.956954121527534,"{'Y': 6.0, 'Ir': 1.0, 'I': 10.0}"
mp-1189258,0.7681,5.021298638349887,"{'Y': 6.0, 'Pt': 1.0, 'I': 10.0}"
mp-1183048,0.0293,10.01726059371977,"{'Zr': 1.0, 'Sn': 1.0, 'Ru': 2.0}"
mp-1100415,1.1826,8.232273456526958,"{'Zr': 1.0, 'Sb': 1.0, 'Rh': 1.0}"
mp-961687,0.1828,7.995516064216092,"{'Zr': 1.0, 'Sn': 1.0, 'Pd': 1.0}"
mp-961693,0.5016,9.634347776679776,"{'Zr': 1.0, 'In': 1.0, 'Au': 1.0}"
mp-961713,1.0084,10.155428634479078,"{'Zr': 1.0, 'Sn': 1.0, 'Pt': 1.0}"
mp-1207448,0.7935,10.458931854084438,"{'Zr': 6.0, 'Sb': 8.0, 'Pt': 6.0}"
mp-667336,1.0936,5.021625200428186,"{'Cs': 16.0, 'Zr': 12.0, 'Te': 64.0}"
mp-540822,0.4054,4.346721812608023,"{'Cs': 6.0, 'Zr': 4.0, 'I': 18.0}"
mp-1206511,1.8482,4.208775415856484,"{'Cs': 2.0, 'Zr': 1.0, 'I': 6.0}"
mp-505297,0.6232,8.790458726838997,"{'Nb': 1.0, 'Sb': 1.0, 'Ru': 1.0}"
mp-569571,1.093,7.891227269512668,"{'Nb': 6.0, 'Sb': 4.0, 'Te': 10.0}"
